member_id,og_id,name,party,house,startDate,endDate
4637,289,Mr Brian Jenkins,Labour,1.0,1996-04-11T00:00:00,2010-05-06T00:00:00
4638,608,Mr Mohammad Sarwar,Labour,1.0,1997-05-01T00:00:00,1997-06-29T00:00:00
4639,608,Mr Mohammad Sarwar,Independent Labour,1.0,1997-06-29T00:00:00,1999-03-01T00:00:00
4640,608,Mr Mohammad Sarwar,Labour,1.0,1999-03-01T00:00:00,2010-05-06T00:00:00
4641,25,Mr Nigel Waterson,Conservative,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4642,226,Mr Colin Breed,Liberal Democrat,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4643,1401,Adam Price,Plaid Cymru,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4644,359,Dr Nick Palmer,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4645,79,Dr Howard Stoate,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4646,1599,Jim Devine,Labour,1.0,2005-09-29T00:00:00,2010-02-08T00:00:00
4647,1599,Jim Devine,Independent,1.0,2010-02-08T00:00:00,2010-03-25T00:00:00
4648,1599,Jim Devine,Labour,1.0,2010-03-25T00:00:00,2010-05-06T00:00:00
4649,90,Dr Stephen Ladyman,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4650,262,Robert Key,Conservative,1.0,1983-06-09T00:00:00,2010-05-06T00:00:00
4651,434,Mr Mike Hall,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4652,569,Mr Alan Williams,Labour,1.0,1964-10-15T00:00:00,2010-05-06T00:00:00
4653,45,Andrew Mackinlay,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4654,83,Paul Clark,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4655,439,Ruth Kelly,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4656,203,Keith Hill,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4657,377,Mr Elliot Morley,Labour,1.0,1987-06-11T00:00:00,2010-02-08T00:00:00
4658,377,Mr Elliot Morley,Independent,1.0,2010-02-08T00:00:00,2010-03-25T00:00:00
4659,377,Mr Elliot Morley,Labour,1.0,2010-03-25T00:00:00,2010-05-06T00:00:00
4660,324,Judy Mallaber,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4661,537,Nick Ainger,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4662,1553,Sarah McCarthy-Fry,Labour,1.0,2005-05-05T00:00:00,2010-05-06T00:00:00
4663,528,Mr David Clelland,Labour,1.0,1985-12-05T00:00:00,2010-05-06T00:00:00
4664,521,Jim Cousins,Labour,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4665,73,Claire Ward,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4666,211,Mr Neil Gerrard,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4667,370,Shona McIsaac,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4668,480,Claire Curtis-Tansley,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4669,266,Mr Paul Keetch,Liberal Democrat,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4670,396,Mr Richard Caborn,Labour,1.0,1983-06-09T00:00:00,2010-05-06T00:00:00
4671,524,Mr Stephen Byers,Labour,1.0,1992-04-09T00:00:00,2010-03-22T00:00:00
4672,524,Mr Stephen Byers,Independent,1.0,2010-03-22T00:00:00,2010-05-06T00:00:00
4673,430,Sir Nicholas Winterton,Conservative,1.0,1971-09-30T00:00:00,2010-05-06T00:00:00
4674,52,Sir Peter Viggers,Conservative,1.0,1974-02-28T00:00:00,2010-05-06T00:00:00
4675,1460,Richard Younger-Ross,Liberal Democrat,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4676,367,Paddy Tipping,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4677,1434,Colin Challen,Labour,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4678,1472,Dr Richard Taylor,Independent,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4679,509,John Cummings,Labour,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4680,486,Jane Kennedy,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4681,1494,Kitty Ussher,Labour,1.0,2005-05-05T00:00:00,2010-05-06T00:00:00
4682,330,Tom Levitt,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4683,243,Mr Christopher Fraser,Conservative,1.0,1997-05-01T00:00:00,2001-06-07T00:00:00
4684,243,Mr Christopher Fraser,Conservative,1.0,2005-05-05T00:00:00,2010-05-06T00:00:00
4685,49,Lt Col Michael Mates,Conservative,1.0,1974-10-10T00:00:00,2010-05-06T00:00:00
4686,642,Mr Peter Robinson,Democratic Unionist Party,1.0,1979-05-03T00:00:00,2010-05-06T00:00:00
4687,271,Mr Michael Foster (Worcs.),Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4688,359,Dr Nick Palmer,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4689,681,John Smith,Labour,1.0,1989-05-04T00:00:00,2010-05-06T00:00:00
4690,1602,Dai Davies,Independent,1.0,2006-06-29T00:00:00,2010-05-06T00:00:00
4691,11,Martin Salter,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4692,341,Mr Andy Reed,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4693,278,Mrs Janet Dean,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4694,439,Ruth Kelly,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4695,383,Mr David Curry,Conservative,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4696,548,Mrs Betty Williams,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4697,271,Mr Michael Foster (Worcs.),Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4698,327,Mr Bob Laxton,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4699,569,Mr Alan Williams,Labour,1.0,1964-10-15T00:00:00,2010-05-06T00:00:00
4700,192,Harry Cohen,Labour,1.0,1983-06-09T00:00:00,2010-05-06T00:00:00
4701,211,Mr Neil Gerrard,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4702,524,Mr Stephen Byers,Labour,1.0,1992-04-09T00:00:00,2010-03-22T00:00:00
4703,524,Mr Stephen Byers,Independent,1.0,2010-03-22T00:00:00,2010-05-06T00:00:00
4704,507,Mr Alan Milburn,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4705,584,Rosemary McKenna,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4706,279,Dr Tony Wright,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4707,49,Lt Col Michael Mates,Conservative,1.0,1974-10-10T00:00:00,2010-05-06T00:00:00
4708,290,Mr Mike O'Brien,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4709,257,Mr David Heathcoat-Amory,Conservative,1.0,1983-06-09T00:00:00,2010-05-06T00:00:00
4710,1475,Chris Mole,Labour,1.0,2001-11-22T00:00:00,2010-05-06T00:00:00
4711,1505,Mr Andrew Pelling,Conservative,1.0,2005-05-05T00:00:00,2007-09-26T00:00:00
4712,1505,Mr Andrew Pelling,Independent Conservative,1.0,2007-09-26T00:00:00,2008-07-31T00:00:00
4713,1505,Mr Andrew Pelling,Independent,1.0,2008-07-31T00:00:00,2010-05-06T00:00:00
4714,519,Mr Fraser Kemp,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4715,49,Lt Col Michael Mates,Conservative,1.0,1974-10-10T00:00:00,2010-05-06T00:00:00
4716,45,Andrew Mackinlay,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4717,365,Alan Simpson,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4718,340,Ms Patricia Hewitt,Labour,1.0,1997-05-01T00:00:00,2010-03-22T00:00:00
4719,340,Ms Patricia Hewitt,Independent,1.0,2010-03-23T00:00:00,2010-05-06T00:00:00
4720,438,Dr Brian Iddon,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4721,1434,Colin Challen,Labour,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4722,303,Lynne Jones,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4723,1607,John Mason,Scottish National Party,1.0,2008-07-24T00:00:00,2010-05-06T00:00:00
4724,80,Gwyn Prosser,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4725,531,Mr Martyn Jones,Labour,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4726,460,Mr Neil Turner,Labour,1.0,1999-09-23T00:00:00,2010-05-06T00:00:00
4727,26,Michael Jabez Foster,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4728,1494,Kitty Ussher,Labour,1.0,2005-05-05T00:00:00,2010-05-06T00:00:00
4729,471,Geraldine Smith,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4730,597,Dr Gavin Strang,Labour,1.0,1970-06-18T00:00:00,2010-05-06T00:00:00
4731,504,Frank Cook,Labour,1.0,1983-06-09T00:00:00,2010-05-06T00:00:00
4732,1472,Dr Richard Taylor,Independent,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4733,402,Mr Terry Rooney,Labour,1.0,1990-11-08T00:00:00,2010-05-06T00:00:00
4734,101,Mr Ian Taylor,Conservative,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4735,283,Mr David Kidney,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4736,141,Martin Linton,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4737,519,Mr Fraser Kemp,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4738,1202,Derek Conway,Conservative,1.0,1983-01-01T00:00:00,2008-01-29T00:00:00
4739,1202,Derek Conway,Independent Conservative,1.0,2008-01-30T00:00:00,2010-05-06T00:00:00
4740,656,Mr Eddie McGrady,Social Democratic & Labour Party,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4741,537,Nick Ainger,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4742,278,Mrs Janet Dean,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4743,86,Mr Robert Marshall-Andrews,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4744,1602,Dai Davies,Independent,1.0,2006-06-29T00:00:00,2010-05-06T00:00:00
4745,1410,Anne Picking,Labour,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4746,1607,John Mason,Scottish National Party,1.0,2008-07-24T00:00:00,2010-05-06T00:00:00
4747,1509,Mr Shahid Malik,Labour,1.0,2005-05-05T00:00:00,2010-05-06T00:00:00
4748,257,Mr David Heathcoat-Amory,Conservative,1.0,1983-06-09T00:00:00,2010-05-06T00:00:00
4749,89,Derek Wyatt,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4750,168,John Austin-Walker,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4751,120,Mr Malcolm Moss,Conservative,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4752,608,Mr Mohammad Sarwar,Labour,1.0,1997-05-01T00:00:00,1997-06-29T00:00:00
4753,608,Mr Mohammad Sarwar,Independent Labour,1.0,1997-06-29T00:00:00,1999-03-01T00:00:00
4754,608,Mr Mohammad Sarwar,Labour,1.0,1999-03-01T00:00:00,2010-05-06T00:00:00
4755,285,Mark Fisher,Labour,1.0,1983-06-09T00:00:00,2010-05-06T00:00:00
4756,526,Bill Etherington,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4757,1,Patrick Hall,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4758,504,Frank Cook,Labour,1.0,1983-06-09T00:00:00,2010-05-06T00:00:00
4759,1434,Colin Challen,Labour,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4760,78,Jonathan Shaw,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4761,243,Mr Christopher Fraser,Conservative,1.0,1997-05-01T00:00:00,2001-06-07T00:00:00
4762,243,Mr Christopher Fraser,Conservative,1.0,2005-05-05T00:00:00,2010-05-06T00:00:00
4763,475,Janet Anderson,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4764,148,Ann Keen,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4765,425,Ann Winterton,Conservative,1.0,1983-06-09T00:00:00,2004-02-26T00:00:00
4766,425,Ann Winterton,Independent Conservative,1.0,2004-02-26T00:00:00,2004-03-31T00:00:00
4767,425,Ann Winterton,Conservative,1.0,2004-03-31T00:00:00,2010-05-06T00:00:00
4768,219,Dr Roger Berry,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4769,531,Mr Martyn Jones,Labour,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4770,430,Sir Nicholas Winterton,Conservative,1.0,1971-09-30T00:00:00,2010-05-06T00:00:00
4771,107,Mr David Wilshire,Conservative,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4772,406,Kali Mountford,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4773,424,Christine Russell,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4774,492,Ben Chapman,Labour,1.0,1997-02-27T00:00:00,2010-05-06T00:00:00
4775,507,Mr Alan Milburn,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4776,464,Mrs Joan Humble,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4777,370,Shona McIsaac,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4778,332,Mr Mark Todd,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4779,216,Dr Doug Naysmith,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4780,24,David Lepper,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4781,521,Jim Cousins,Labour,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4782,438,Dr Brian Iddon,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4783,608,Mr Mohammad Sarwar,Labour,1.0,1997-05-01T00:00:00,1997-06-29T00:00:00
4784,608,Mr Mohammad Sarwar,Independent Labour,1.0,1997-06-29T00:00:00,1999-03-01T00:00:00
4785,608,Mr Mohammad Sarwar,Labour,1.0,1999-03-01T00:00:00,2010-05-06T00:00:00
4786,341,Mr Andy Reed,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4787,262,Robert Key,Conservative,1.0,1983-06-09T00:00:00,2010-05-06T00:00:00
4788,681,John Smith,Labour,1.0,1989-05-04T00:00:00,2010-05-06T00:00:00
4789,354,Ms Sally Keeble,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4790,1391,Mr Siôn Simon,Labour,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4791,83,Paul Clark,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4792,471,Geraldine Smith,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4793,439,Ruth Kelly,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4794,78,Jonathan Shaw,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4795,357,Mr Geoff Hoon,Labour,1.0,1992-04-09T00:00:00,2010-03-22T00:00:00
4796,357,Mr Geoff Hoon,Independent,1.0,2010-03-22T00:00:00,2010-05-06T00:00:00
4797,424,Christine Russell,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4798,72,Barbara Follett,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4799,444,Ian Stewart,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4800,365,Alan Simpson,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4801,1445,Vera Baird,Labour,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4802,504,Frank Cook,Labour,1.0,1983-06-09T00:00:00,2010-05-06T00:00:00
4803,369,Mr Ian Cawsey,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4804,377,Mr Elliot Morley,Labour,1.0,1987-06-11T00:00:00,2010-02-08T00:00:00
4805,377,Mr Elliot Morley,Independent,1.0,2010-02-08T00:00:00,2010-03-25T00:00:00
4806,377,Mr Elliot Morley,Labour,1.0,2010-03-25T00:00:00,2010-05-06T00:00:00
4807,283,Mr David Kidney,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
4808,1472,Dr Richard Taylor,Independent,1.0,2001-06-07T00:00:00,2010-05-06T00:00:00
4809,527,Mr Chris Mullin,Labour,1.0,1987-06-11T00:00:00,2010-05-06T00:00:00
4810,642,Mr Peter Robinson,Democratic Unionist Party,1.0,1979-05-03T00:00:00,2010-05-06T00:00:00
4811,367,Paddy Tipping,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
4812,3686,Lord Laidlaw,Conservative,2.0,2004-06-21T00:00:00,2010-04-15T00:00:00
4813,2548,Lord Bernstein of Craigweil,Labour,2.0,2000-05-15T00:00:00,2010-04-13T00:00:00
4814,3421,Viscount Colville of Culross,Crossbench,2.0,1954-07-26T00:00:00,2010-04-08T00:00:00
4815,3190,Earl of Northesk,Conservative,,1994-06-14T00:00:00,2010-03-28T00:00:00
4816,3166,Baroness Park of Monmouth,Conservative,2.0,1990-03-06T00:00:00,2010-03-24T00:00:00
4817,502,Dr Ashok Kumar,Labour,1.0,1991-11-07T00:00:00,2010-03-15T00:00:00
4818,3152,The Lord Bishop of Southwark,Bishops,2.0,1997-02-10T00:00:00,2010-03-05T00:00:00
4819,3837,The Lord Bishop of Ely,Bishops,2.0,2007-09-07T00:00:00,2010-02-28T00:00:00
4820,3225,The Lord Richardson of Duntisbourne,Crossbench,2.0,1983-03-23T00:00:00,2010-01-22T00:00:00
4821,1456,Mrs Iris Robinson,Democratic Unionist Party,1.0,2001-06-07T00:00:00,2010-01-09T00:00:00
4822,1456,Mrs Iris Robinson,Independent,1.0,2010-01-09T00:00:00,2010-01-13T00:00:00
4823,342,David Taylor,Labour,1.0,1997-05-01T00:00:00,2009-12-26T00:00:00
4824,2744,Baroness David,Labour,2.0,1978-05-03T00:00:00,2009-11-29T00:00:00
4825,3698,Lord Steinberg,Conservative,2.0,2004-06-23T00:00:00,2009-11-02T00:00:00
4826,2814,Baroness Elles,Conservative,2.0,1972-05-10T00:00:00,2009-10-17T00:00:00
4827,3174,Lord Plummer of St. Marylebone,Conservative,2.0,1981-07-01T00:00:00,2009-10-02T00:00:00
4828,2511,The Lord Bishop of Portsmouth,Bishops,2.0,1999-09-10T00:00:00,2009-09-30T00:00:00
4829,3700,Baroness Chapman,Crossbench,2.0,2004-09-08T00:00:00,2009-09-03T00:00:00
4830,3344,Lord Buxton of Alsa,Conservative,2.0,1978-01-12T00:00:00,2009-09-01T00:00:00
4831,2532,The Lord Bishop of Rochester,Bishops,2.0,1999-04-30T00:00:00,2009-08-31T00:00:00
4832,2497,The Lord Bishop of Chelmsford,Bishops,2.0,1999-07-31T00:00:00,2009-08-31T00:00:00
4833,3647,The Lord Bishop of Southwell and Nottingham,Bishops,2.0,2003-12-12T00:00:00,2009-08-31T00:00:00
4834,3593,Lord Gregson,Labour,2.0,1975-07-23T00:00:00,2009-08-12T00:00:00
4835,2067,The Lord Kingsland,Conservative,2.0,1994-11-02T00:00:00,2009-07-12T00:00:00
4836,3547,The Lord Blaker,Conservative,2.0,1994-10-25T00:00:00,2009-07-05T00:00:00
4837,1926,The Lord Murton of Lindisfarne,Conservative,2.0,1979-11-28T00:00:00,2009-07-05T00:00:00
4838,2724,Lord Dahrendorf,Liberal Democrat,2.0,1993-07-21T00:00:00,2004-10-20T00:00:00
4839,2724,Lord Dahrendorf,Crossbench,2.0,2004-10-21T00:00:00,2009-06-17T00:00:00
4840,129,Dr Ian Gibson,Labour,1.0,1997-05-01T00:00:00,2009-06-08T00:00:00
4841,3544,Viscount Bledisloe,Crossbench,,1979-12-18T00:00:00,2009-05-12T00:00:00
4842,2582,The Lord Bishop of Peterborough,Bishops,2.0,2001-02-13T00:00:00,2009-05-07T00:00:00
4843,3843,The Lord Bishop of Carlisle,Bishops,2.0,2007-10-19T00:00:00,2009-04-30T00:00:00
4844,3706,The Lord George,Crossbench,2.0,2004-09-14T00:00:00,2009-04-18T00:00:00
4845,1937,The Lord Moore of Wolvercote,Crossbench,2.0,1986-07-22T00:00:00,2009-04-07T00:00:00
4846,3142,The Lord Slynn of Hadley,Crossbench,2.0,1992-03-11T00:00:00,2009-04-07T00:00:00
4847,2737,The Lord Dean of Harptree,Conservative,2.0,1993-10-13T00:00:00,2009-04-01T00:00:00
4848,3416,The Lord Clyde,Crossbench,2.0,1996-10-16T00:00:00,2009-03-06T00:00:00
4849,2708,Lord Dearing,Crossbench,2.0,1998-03-17T00:00:00,2009-02-19T00:00:00
4850,2085,Lord Lane of Horsell,Conservative,2.0,1990-07-17T00:00:00,2009-01-09T00:00:00
4851,2517,The Lord Bishop of St. Albans,Bishops,2.0,1999-10-27T00:00:00,2009-01-07T00:00:00
4852,3270,Peter Rees,Conservative,1.0,1970-06-18T00:00:00,1987-06-11T00:00:00
4853,3270,Peter Rees,Conservative,1.0,1987-11-24T00:00:00,2008-11-30T00:00:00
4854,2731,Lord Cuckney,Conservative,2.0,1995-10-18T00:00:00,2008-10-30T00:00:00
4855,2631,Lord Hogg of Cumbernauld,Labour,2.0,1997-10-14T00:00:00,2008-10-08T00:00:00
4856,1781,The Lord Thomson of Monifieth,Liberal Democrat,2.0,1977-03-30T00:00:00,2008-10-03T00:00:00
4857,3800,Lord Bruce-Lockhart,Conservative,2.0,2006-06-09T00:00:00,2008-08-14T00:00:00
4858,1402,Mr John MacDougall,Labour,1.0,2001-06-07T00:00:00,2008-08-13T00:00:00
4859,1830,Eric Varley,Labour,1.0,1990-05-30T00:00:00,2008-07-29T00:00:00
4860,1830,Eric Varley,Labour,1.0,1964-10-15T00:00:00,1984-01-19T00:00:00
4861,2133,Lord Russell-Johnston,Liberal Democrat,2.0,1997-07-23T00:00:00,2008-07-27T00:00:00
4862,2214,Lord Stokes,Crossbench,2.0,1969-01-22T00:00:00,2008-07-21T00:00:00
4863,2023,Lord Hunt of Tanworth,Crossbench,2.0,1980-02-20T00:00:00,2008-07-17T00:00:00
4864,2210,The Lord Bishop of Sheffield,Bishops,2.0,2002-12-11T00:00:00,2008-07-16T00:00:00
4865,613,Mr David Marshall,Labour,1.0,1979-05-03T00:00:00,2008-06-30T00:00:00
4866,3353,Lord Burlison,Labour,2.0,1997-11-03T00:00:00,2008-05-20T00:00:00
4867,3545,Lord Blease,Labour,2.0,1978-07-25T00:00:00,2008-05-16T00:00:00
4868,2176,Baroness Michie of Gallanach,Liberal Democrat,2.0,2001-07-14T00:00:00,2008-05-06T00:00:00
4869,2009,Lord Holme of Cheltenham,Liberal Democrat,2.0,1990-06-06T00:00:00,2008-05-04T00:00:00
4870,2192,The Lord Bishop of Truro,Bishops,2.0,2002-06-17T00:00:00,2008-04-30T00:00:00
4871,426,Mrs Gwyneth Dunwoody,Labour,1.0,1966-03-31T00:00:00,2008-04-18T00:00:00
4872,3535,Lord Beaumont of Whitley,Liberal Democrat,2.0,1967-12-13T00:00:00,1999-11-02T00:00:00
4873,3535,Lord Beaumont of Whitley,Green Party,2.0,1999-11-03T00:00:00,2008-04-08T00:00:00
4874,3136,Jock Stallard,Labour,1.0,1970-06-18T00:00:00,1983-06-09T00:00:00
4875,3136,Jock Stallard,Labour,1.0,1983-11-09T00:00:00,2008-03-29T00:00:00
4876,3257,Francis Pym,Conservative,1.0,1961-03-16T00:00:00,1987-06-11T00:00:00
4877,3257,Francis Pym,Conservative,1.0,1987-10-28T00:00:00,2008-03-07T00:00:00
4878,2722,Baroness Darcy de Knayth,Crossbench,,1969-07-15T00:00:00,2008-02-24T00:00:00
4879,1785,Lord Thomas of Gwydir,Conservative,2.0,1987-10-21T00:00:00,2008-02-04T00:00:00
4880,3627,The Lord Bishop of Coventry,Bishops,2.0,2003-06-04T00:00:00,2008-01-31T00:00:00
4881,3485,Lord Allen of Abbeydale,Crossbench,2.0,1976-07-21T00:00:00,2007-11-27T00:00:00
4882,3506,Lord Bridge of Harwich,Crossbench,2.0,1980-10-08T00:00:00,2007-11-20T00:00:00
4883,3366,Lord Cooke of Islandreagh,Crossbench,2.0,1992-11-03T00:00:00,2007-11-13T00:00:00
4884,3214,Lord Oliver of Aylmerton,Crossbench,2.0,1986-02-05T00:00:00,2007-10-17T00:00:00
4885,2191,The Lord Bishop of Worcester,Bishops,2.0,2002-09-20T00:00:00,2007-09-30T00:00:00
4886,2606,Sir Ian Gilmour,Conservative,1.0,1962-11-22T00:00:00,1992-04-09T00:00:00
4887,2606,Sir Ian Gilmour,Conservative,1.0,1992-08-25T00:00:00,2007-09-21T00:00:00
4888,2750,Lord Deedes,Conservative,2.0,1986-10-15T00:00:00,2007-08-17T00:00:00
4889,3557,Lord Biffen,Conservative,2.0,1997-06-10T00:00:00,2007-08-14T00:00:00
4890,3673,Lord Garden,Liberal Democrat,2.0,2004-06-08T00:00:00,2007-08-09T00:00:00
4891,2174,The Lord Bishop of St. Edmundsbury and Ipswich,Bishops,2.0,2002-01-14T00:00:00,2007-07-31T00:00:00
4892,1971,Lord Jauncey of Tullichettle,Crossbench,2.0,1988-02-09T00:00:00,2007-07-18T00:00:00
4893,512,Mr Tony Blair,Labour,1.0,1983-06-09T00:00:00,2007-06-27T00:00:00
4894,162,Mr Piara S Khabra,Labour,1.0,1992-04-09T00:00:00,2007-06-19T00:00:00
4895,2765,Lord Ewing of Kirkford,Labour,2.0,1992-10-26T00:00:00,2007-06-09T00:00:00
4896,3232,Lord Renton,Conservative,2.0,1979-07-16T00:00:00,2007-05-24T00:00:00
4897,1736,Bernard Weatherill,Conservative,1.0,1964-10-15T00:00:00,1979-05-15T00:00:00
4898,1736,Bernard Weatherill,Crossbench,1.0,1992-07-15T00:00:00,2007-05-06T00:00:00
4899,1736,Bernard Weatherill,Conservative,1.0,1979-05-16T00:00:00,1983-06-11T00:00:00
4900,1736,Bernard Weatherill,Speaker,1.0,1983-06-12T00:00:00,1992-07-14T00:00:00
4901,2771,Lord Forte,Conservative,2.0,1982-03-02T00:00:00,2007-02-28T00:00:00
4902,1968,Baroness Jeger,Labour,2.0,1979-07-25T00:00:00,2007-02-26T00:00:00
4903,1989,The Earl Jellicoe,Conservative,,1939-07-25T00:00:00,1999-11-11T00:00:00
4904,1989,The Earl Jellicoe,Conservative,,1999-11-23T00:00:00,2007-02-22T00:00:00
4905,1990,Lord Kelvedon,Conservative,2.0,1997-07-01T00:00:00,2007-01-27T00:00:00
4906,3197,Lord Nolan,Crossbench,2.0,1994-01-18T00:00:00,2007-01-22T00:00:00
4907,3411,Lord Cockfield,Conservative,2.0,1978-04-19T00:00:00,2007-01-08T00:00:00
4908,2011,Lord Hussey of North Bradley,Crossbench,2.0,1996-11-06T00:00:00,2006-12-27T00:00:00
4909,3317,Lord Carter,Labour,2.0,1987-03-24T00:00:00,2006-12-18T00:00:00
4910,1899,Lord Mowbray and Stourton,Conservative,,1965-06-23T00:00:00,2006-12-12T00:00:00
4911,3162,John Peyton,Conservative,1.0,1983-10-05T00:00:00,2006-11-22T00:00:00
